puma,age_p25pl_count,age_p25pl_count_moe,age_p25pl_count_cv,age_p25pl_pct,age_p25pl_pct_moe,edu_lths_count,edu_lths_count_moe,edu_lths_count_cv,edu_lths_pct,edu_lths_pct_moe,edu_hsgrd_count,edu_hsgrd_count_moe,edu_hsgrd_count_cv,edu_hsgrd_pct,edu_hsgrd_pct_moe,edu_sclga_count,edu_sclga_count_moe,edu_sclga_count_cv,edu_sclga_pct,edu_sclga_pct_moe,edu_bchd_count,edu_bchd_count_moe,edu_bchd_count_cv,edu_bchd_pct,edu_bchd_pct_moe,age_p25pl_wnh_count,age_p25pl_wnh_count_moe,age_p25pl_wnh_count_cv,age_p25pl_wnh_pct,age_p25pl_wnh_pct_moe,edu_lths_wnh_count,edu_lths_wnh_count_moe,edu_lths_wnh_count_cv,edu_lths_wnh_pct,edu_lths_wnh_pct_moe,edu_hsgrd_wnh_count,edu_hsgrd_wnh_count_moe,edu_hsgrd_wnh_count_cv,edu_hsgrd_wnh_pct,edu_hsgrd_wnh_pct_moe,edu_sclga_wnh_count,edu_sclga_wnh_count_moe,edu_sclga_wnh_count_cv,edu_sclga_wnh_pct,edu_sclga_wnh_pct_moe,edu_bchd_wnh_count,edu_bchd_wnh_count_moe,edu_bchd_wnh_count_cv,edu_bchd_wnh_pct,edu_bchd_wnh_pct_moe,age_p25pl_bnh_count,age_p25pl_bnh_count_moe,age_p25pl_bnh_count_cv,age_p25pl_bnh_pct,age_p25pl_bnh_pct_moe,edu_lths_bnh_count,edu_lths_bnh_count_moe,edu_lths_bnh_count_cv,edu_lths_bnh_pct,edu_lths_bnh_pct_moe,edu_hsgrd_bnh_count,edu_hsgrd_bnh_count_moe,edu_hsgrd_bnh_count_cv,edu_hsgrd_bnh_pct,edu_hsgrd_bnh_pct_moe,edu_sclga_bnh_count,edu_sclga_bnh_count_moe,edu_sclga_bnh_count_cv,edu_sclga_bnh_pct,edu_sclga_bnh_pct_moe,edu_bchd_bnh_count,edu_bchd_bnh_count_moe,edu_bchd_bnh_count_cv,edu_bchd_bnh_pct,edu_bchd_bnh_pct_moe,age_p25pl_anh_count,age_p25pl_anh_count_moe,age_p25pl_anh_count_cv,age_p25pl_anh_pct,age_p25pl_anh_pct_moe,edu_lths_anh_count,edu_lths_anh_count_moe,edu_lths_anh_count_cv,edu_lths_anh_pct,edu_lths_anh_pct_moe,edu_hsgrd_anh_count,edu_hsgrd_anh_count_moe,edu_hsgrd_anh_count_cv,edu_hsgrd_anh_pct,edu_hsgrd_anh_pct_moe,edu_sclga_anh_count,edu_sclga_anh_count_moe,edu_sclga_anh_count_cv,edu_sclga_anh_pct,edu_sclga_anh_pct_moe,edu_bchd_anh_count,edu_bchd_anh_count_moe,edu_bchd_anh_count_cv,edu_bchd_anh_pct,edu_bchd_anh_pct_moe,age_p25pl_hsp_count,age_p25pl_hsp_count_moe,age_p25pl_hsp_count_cv,age_p25pl_hsp_pct,age_p25pl_hsp_pct_moe,edu_lths_hsp_count,edu_lths_hsp_count_moe,edu_lths_hsp_count_cv,edu_lths_hsp_pct,edu_lths_hsp_pct_moe,edu_hsgrd_hsp_count,edu_hsgrd_hsp_count_moe,edu_hsgrd_hsp_count_cv,edu_hsgrd_hsp_pct,edu_hsgrd_hsp_pct_moe,edu_sclga_hsp_count,edu_sclga_hsp_count_moe,edu_sclga_hsp_count_cv,edu_sclga_hsp_pct,edu_sclga_hsp_pct_moe,edu_bchd_hsp_count,edu_bchd_hsp_count_moe,edu_bchd_hsp_count_cv,edu_bchd_hsp_pct,edu_bchd_hsp_pct_moe
04003,68870,1606,1.4,100,,26241,1336,3.1,38.1,1.7,20725,1222,3.6,30.1,1.6,14819,1063,4.4,21.5,1.5,7085,761,6.5,10.3,1.1,1252,328,15.9,100,,412,189,27.9,32.9,12.4,308,163,32.2,24.6,11.3,271,153,34.4,21.6,10.8,261,150,35.0,20.8,10.7,53454,1611,1.8,100,,18257,1161,3.9,34.2,1.9,16892,1124,4.0,31.6,1.9,12276,979,4.8,23.0,1.7,6029,706,7.1,11.3,1.3,439,195,27.0,100,,121,102,51.5,27.6,19.9,145,112,47.0,33.0,20.9,158,117,45.1,36.0,21.4,15,36,146.3,3.4,8.1,11890,965,4.9,100,,6979,756,6.6,58.7,4.2,2701,479,10.8,22.7,3.6,1697,381,13.7,14.3,3.0,513,211,25.0,4.3,1.7
04004,79118,1437,1.1,100,,16793,1115,4.0,21.2,1.4,13784,1026,4.5,17.4,1.3,14353,1043,4.4,18.1,1.3,34188,1440,2.6,43.2,1.6,29133,1371,2.9,100,,1658,377,13.8,5.7,1.3,2465,458,11.3,8.5,1.5,3622,552,9.3,12.4,1.8,21388,1228,3.5,73.4,2.4,30369,1389,2.8,100,,7108,761,6.5,23.4,2.3,7598,785,6.3,25.0,2.3,7220,766,6.5,23.8,2.3,8443,824,5.9,27.8,2.4,3156,516,9.9,100,,614,230,22.8,19.5,6.6,139,110,48.0,4.4,3.4,489,206,25.6,15.5,6.0,1914,404,12.8,60.6,8.1,13495,1016,4.6,100,,6639,737,6.7,49.2,4.0,2930,498,10.3,21.7,3.3,2295,442,11.7,17.0,3.0,1631,374,13.9,12.1,2.6
04005,79230,1361,1.0,100,,13978,1029,4.5,17.6,1.3,11141,932,5.1,14.1,1.2,12544,982,4.8,15.8,1.2,41567,1492,2.2,52.5,1.7,47814,1524,1.9,100,,3956,575,8.8,8.3,1.2,5936,698,7.2,12.4,1.4,5696,685,7.3,11.9,1.4,32226,1403,2.6,67.4,2.0,8438,822,5.9,100,,2302,442,11.7,27.3,4.5,1409,348,15.0,16.7,3.8,2026,416,12.5,24.0,4.3,2701,478,10.8,32.0,4.7,3526,544,9.4,100,,472,202,26.0,13.4,5.3,355,175,30.0,10.1,4.7,449,197,26.7,12.7,5.2,2250,438,11.8,63.8,7.5,16239,1095,4.1,100,,6797,744,6.7,41.9,3.6,3051,508,10.1,18.8,2.9,3433,537,9.5,21.1,3.0,2958,500,10.3,18.2,2.8
04006,74464,1569,1.3,100,,24031,1292,3.3,32.3,1.6,20667,1219,3.6,27.8,1.5,16176,1103,4.1,21.7,1.4,13590,1023,4.6,18.3,1.3,6283,719,7.0,100,,664,240,21.9,10.6,3.6,319,166,31.7,5.1,2.6,1208,322,16.2,19.2,4.6,4092,586,8.7,65.1,5.6,58101,1615,1.7,100,,18935,1177,3.8,32.6,1.8,18247,1160,3.9,31.4,1.8,13247,1012,4.6,22.8,1.6,7672,790,6.3,13.2,1.3,1451,353,14.8,100,,343,172,30.6,23.6,10.4,189,128,41.2,13.0,8.2,225,140,37.7,15.5,8.9,694,245,21.4,47.8,12.2,6492,730,6.8,100,,3181,519,9.9,49.0,5.8,1412,348,15.0,21.7,4.8,1110,309,16.9,17.1,4.4,789,261,20.1,12.2,3.8
04007,60188,1573,1.6,100,,24523,1294,3.2,40.7,1.9,18664,1165,3.8,31.0,1.8,12008,966,4.9,20.0,1.5,4993,644,7.8,8.3,1.0,442,196,26.9,100,,142,111,47.5,32.1,20.7,234,142,37.0,52.9,22.1,31,52,101.8,7.0,11.3,35,55,95.8,7.9,12.0,46041,1545,2.0,100,,17074,1123,4.0,37.1,2.1,14623,1053,4.4,31.8,2.0,10314,903,5.3,22.4,1.8,4030,581,8.8,8.8,1.2,342,172,30.6,100,,73,80,66.3,21.3,20.7,86,86,61.1,25.1,21.9,19,41,130.0,5.6,11.5,164,119,44.2,48.0,25.2,11787,958,4.9,100,,6540,732,6.8,55.5,4.3,3201,520,9.9,27.2,3.8,1428,350,14.9,12.1,2.8,618,231,22.7,5.2,1.9
04008,80954,1750,1.3,100,,32616,1480,2.8,40.3,1.6,23164,1299,3.4,28.6,1.5,16831,1136,4.1,20.8,1.3,8343,826,6.0,10.3,1.0,6407,729,6.9,100,,2147,429,12.1,33.5,5.5,1731,385,13.5,27.0,5.2,1115,310,16.9,17.4,4.4,1414,349,15.0,22.1,4.8,36979,1544,2.5,100,,11672,965,5.0,31.6,2.3,11648,964,5.0,31.5,2.3,9588,882,5.6,25.9,2.1,4071,586,8.8,11.0,1.5,3139,517,10.0,100,,1368,343,15.2,43.6,8.2,711,248,21.2,22.7,7.0,523,213,24.7,16.7,6.2,537,216,24.4,17.1,6.3,29707,1431,2.9,100,,15789,1105,4.3,53.1,2.7,7448,783,6.4,25.1,2.3,4734,631,8.1,15.9,2.0,1736,386,13.5,5.8,1.3
04009,122522,1948,1.0,100,,26416,1406,3.2,21.6,1.1,34929,1574,2.7,28.5,1.2,33413,1547,2.8,27.3,1.2,27764,1435,3.1,22.7,1.1,49528,1784,2.2,100,,8467,838,6.0,17.1,1.6,16776,1153,4.2,33.9,2.0,12000,988,5.0,24.2,1.8,12285,999,4.9,24.8,1.8,56439,1858,2.0,100,,11993,988,5.0,21.2,1.6,14646,1084,4.5,26.0,1.7,17688,1181,4.1,31.3,1.8,12112,993,5.0,21.5,1.6,4381,610,8.5,100,,1414,349,15.0,32.3,6.6,597,227,23.2,13.6,4.8,794,262,20.1,18.1,5.4,1576,369,14.2,36.0,6.8,8842,856,5.9,100,,3651,558,9.3,41.3,4.9,2107,426,12.3,23.8,4.2,2047,419,12.5,23.2,4.2,1037,299,17.5,11.7,3.2
04010,90949,1732,1.2,100,,27177,1387,3.1,29.9,1.4,26129,1366,3.2,28.7,1.4,23526,1310,3.4,25.9,1.4,14117,1053,4.5,15.5,1.1,2057,420,12.4,100,,329,169,31.2,16.0,7.5,875,275,19.1,42.5,10.2,353,175,30.1,17.2,7.7,500,208,25.3,24.3,8.8,79559,1778,1.4,100,,23205,1303,3.4,29.2,1.5,22926,1296,3.4,28.8,1.5,21230,1256,3.6,26.7,1.5,12198,986,4.9,15.3,1.2,1401,347,15.1,100,,608,229,22.9,43.4,12.3,120,102,51.7,8.6,7.0,207,134,39.4,14.8,8.8,466,201,26.2,33.3,11.7,4896,641,8.0,100,,2267,440,11.8,46.3,6.6,1162,316,16.6,23.7,5.7,951,287,18.3,19.4,5.3,516,211,24.9,10.5,4.1
04011,70625,1528,1.3,100,,20390,1206,3.6,28.9,1.6,21790,1238,3.5,30.9,1.6,18224,1153,3.8,25.8,1.5,10221,899,5.3,14.5,1.2,4537,615,8.2,100,,460,200,26.4,10.1,4.2,1203,322,16.3,26.5,6.1,1277,331,15.8,28.1,6.2,1597,370,14.1,35.2,6.6,57344,1574,1.7,100,,16794,1115,4.0,29.3,1.8,18086,1150,3.9,31.5,1.8,14837,1059,4.3,25.9,1.7,7627,786,6.3,13.3,1.3,420,191,27.6,100,,90,88,59.7,21.4,18.7,79,83,63.7,18.8,17.8,69,77,68.2,16.4,16.9,182,126,42.0,43.3,22.5,5918,698,7.2,100,,2324,445,11.6,39.3,5.9,1710,383,13.6,28.9,5.5,1460,354,14.7,24.7,5.2,424,192,27.5,7.2,3.1
04012,85377,1665,1.2,100,,38886,1554,2.4,45.5,1.6,19232,1198,3.8,22.5,1.3,13875,1041,4.6,16.3,1.2,13384,1024,4.7,15.7,1.2,23432,1298,3.4,100,,5834,697,7.3,24.9,2.6,5692,688,7.4,24.3,2.6,4530,617,8.3,19.3,2.4,7376,779,6.4,31.5,2.8,2904,497,10.4,100,,682,243,21.6,23.5,7.3,642,236,22.3,22.1,7.2,768,258,20.4,26.4,7.6,812,265,19.8,28.0,7.8,19767,1212,3.7,100,,11944,973,5.0,60.4,3.2,3567,549,9.4,18.0,2.5,2009,415,12.5,10.2,2.0,2247,438,11.9,11.4,2.1,35846,1515,2.6,100,,19127,1195,3.8,53.4,2.5,8276,822,6.0,23.1,2.1,6012,707,7.1,16.8,1.8,2431,455,11.4,6.8,1.2
04013,90054,1440,1.0,100,,18821,1176,3.8,20.9,1.3,24249,1300,3.3,26.9,1.4,18096,1158,3.9,20.1,1.2,28888,1385,2.9,32.1,1.4,65736,1627,1.5,100,,11944,968,4.9,18.2,1.4,18964,1180,3.8,28.8,1.6,13355,1017,4.6,20.3,1.5,21473,1240,3.5,32.7,1.7,1070,304,17.2,100,,149,114,46.4,13.9,9.9,156,116,45.3,14.6,10.1,402,187,28.2,37.6,13.8,363,177,29.7,33.9,13.5,11013,933,5.2,100,,3566,548,9.4,32.4,4.2,2196,433,12.0,19.9,3.5,1418,349,15.0,12.9,3.0,3833,568,9.0,34.8,4.2,7413,778,6.4,100,,1862,399,13.0,25.1,4.7,1830,396,13.1,24.7,4.7,2207,434,12.0,29.8,5.0,1514,360,14.5,20.4,4.4
04014,91725,1849,1.2,100,,28163,1421,3.1,30.7,1.4,26592,1389,3.2,29.0,1.4,17245,1157,4.1,18.8,1.2,19725,1226,3.8,21.5,1.3,63454,1826,1.7,100,,16943,1148,4.1,26.7,1.6,20061,1235,3.7,31.6,1.7,12149,988,4.9,19.1,1.5,14301,1064,4.5,22.5,1.5,3254,526,9.8,100,,517,212,24.9,15.9,6.0,699,246,21.4,21.5,6.7,1065,303,17.3,32.7,7.7,973,290,18.1,29.9,7.5,11366,958,5.1,100,,4753,633,8.1,41.8,4.3,2295,443,11.7,20.2,3.5,1758,389,13.4,15.5,3.2,2560,468,11.1,22.5,3.7,10064,905,5.5,100,,4636,625,8.2,46.1,4.6,2325,446,11.7,23.1,3.9,1777,391,13.4,17.7,3.5,1326,338,15.5,13.2,3.1
04015,100517,1835,1.1,100,,27839,1417,3.1,27.7,1.3,25783,1374,3.2,25.7,1.3,22323,1294,3.5,22.2,1.2,24572,1347,3.3,24.4,1.3,40408,1626,2.4,100,,6682,746,6.8,16.5,1.7,8732,847,5.9,21.6,1.9,9135,866,5.8,22.6,1.9,15859,1116,4.3,39.2,2.3,36168,1565,2.6,100,,11116,949,5.2,30.7,2.3,10942,942,5.2,30.3,2.3,9150,866,5.8,25.3,2.1,4960,646,7.9,13.7,1.7,7965,811,6.2,100,,3495,545,9.5,43.9,5.2,1910,405,12.9,24.0,4.5,954,287,18.3,12.0,3.4,1606,372,14.1,20.2,4.2,11517,965,5.1,100,,5327,669,7.6,46.3,4.3,2797,489,10.6,24.3,3.7,2293,443,11.8,19.9,3.5,1100,308,17.0,9.6,2.6
04016,104121,1676,1.0,100,,22700,1295,3.5,21.8,1.2,29605,1438,3.0,28.4,1.3,21563,1267,3.6,20.7,1.2,30253,1450,2.9,29.1,1.3,81441,1805,1.3,100,,13893,1047,4.6,17.1,1.2,24046,1325,3.4,29.5,1.5,17641,1163,4.0,21.7,1.3,25861,1365,3.2,31.8,1.5,2544,466,11.1,100,,792,262,20.1,31.1,8.6,773,259,20.3,30.4,8.5,628,233,22.6,24.7,8.0,351,174,30.2,13.8,6.4,12428,995,4.9,100,,4974,646,7.9,40.0,4.1,2964,502,10.3,23.8,3.6,1486,358,14.6,12.0,2.7,3004,506,10.2,24.2,3.6,5611,685,7.4,100,,2442,457,11.4,43.5,6.2,1165,317,16.5,20.8,5.0,1327,338,15.5,23.6,5.3,677,242,21.7,12.1,4.1
04017,120956,1759,0.9,100,,39034,1618,2.5,32.3,1.3,36205,1575,2.6,29.9,1.2,20956,1264,3.7,17.3,1.0,24761,1357,3.3,20.5,1.1,83500,1929,1.4,100,,22674,1307,3.5,27.2,1.4,26774,1401,3.2,32.1,1.5,15283,1100,4.4,18.3,1.2,18769,1205,3.9,22.5,1.3,463,200,26.3,100,,83,85,62.2,17.9,16.6,163,119,44.4,35.2,20.7,106,96,55.0,22.9,18.2,111,98,53.8,24.0,18.5,26211,1389,3.2,100,,12578,1006,4.9,48.0,2.9,5817,699,7.3,22.2,2.4,3281,529,9.8,12.5,1.9,4535,619,8.3,17.3,2.2,7716,800,6.3,100,,2898,498,10.4,37.6,5.1,2554,468,11.1,33.1,5.0,1581,369,14.2,20.5,4.3,683,243,21.6,8.9,3.0
04018,79913,1478,1.1,100,,23283,1272,3.3,29.1,1.5,21940,1244,3.4,27.5,1.5,16130,1099,4.1,20.2,1.3,18560,1164,3.8,23.2,1.4,53509,1586,1.8,100,,11905,964,4.9,22.2,1.7,14683,1056,4.4,27.4,1.8,11296,941,5.1,21.1,1.6,15625,1084,4.2,29.2,1.8,8858,843,5.8,100,,3101,512,10.0,35.0,4.7,2605,470,11.0,29.4,4.5,2275,440,11.8,25.7,4.3,877,275,19.1,9.9,3.0,5832,694,7.2,100,,2450,457,11.3,42.0,6.0,1441,352,14.8,24.7,5.3,827,267,19.6,14.2,4.3,1114,310,16.9,19.1,4.8,9373,865,5.6,100,,5304,663,7.6,56.6,4.8,2422,454,11.4,25.8,4.2,1224,324,16.1,13.1,3.2,423,191,27.5,4.5,2.0
04101,131336,1877,0.9,100,,39448,1648,2.5,30.0,1.2,34446,1565,2.8,26.2,1.1,24897,1371,3.3,19.0,1.0,32545,1531,2.9,24.8,1.1,65732,1933,1.8,100,,16138,1133,4.3,24.6,1.6,17656,1180,4.1,26.9,1.6,11910,985,5.0,18.1,1.4,20028,1248,3.8,30.5,1.7,7293,781,6.5,100,,2462,460,11.3,33.8,5.2,2297,444,11.8,31.5,5.1,1738,387,13.5,23.8,4.7,796,262,20.0,10.9,3.4,16156,1133,4.3,100,,4892,644,8.0,30.3,3.4,2925,500,10.4,18.1,2.8,2618,474,11.0,16.2,2.7,5721,694,7.4,35.4,3.5,31830,1517,2.9,100,,13152,1031,4.8,41.3,2.6,8446,837,6.0,26.5,2.3,6377,732,7.0,20.0,2.1,3855,573,9.0,12.1,1.7
04102,112576,1874,1.0,100,,40144,1640,2.5,35.7,1.3,28965,1450,3.0,25.7,1.2,23750,1336,3.4,21.1,1.1,19717,1233,3.8,17.5,1.1,20168,1245,3.8,100,,4194,596,8.6,20.8,2.7,5803,698,7.3,28.8,3.0,4483,616,8.4,22.2,2.7,5688,692,7.4,28.2,3.0,11534,968,5.1,100,,3054,511,10.2,26.5,3.8,3000,506,10.3,26.0,3.8,3580,552,9.4,31.0,4.0,1900,404,12.9,16.5,3.2,15970,1123,4.3,100,,3914,577,9.0,24.5,3.2,3173,520,10.0,19.9,2.9,3012,507,10.2,18.9,2.9,5871,702,7.3,36.8,3.6,61774,1865,1.8,100,,28155,1433,3.1,45.6,1.9,15976,1123,4.3,25.9,1.6,11998,986,5.0,19.4,1.5,5645,689,7.4,9.1,1.1
04103,177862,2060,0.7,100,,42915,1754,2.5,24.1,0.9,46954,1816,2.4,26.4,1.0,38846,1685,2.6,21.8,0.9,49147,1848,2.3,27.6,1.0,79819,2163,1.6,100,,15374,1119,4.4,19.3,1.3,24442,1383,3.4,30.6,1.5,18709,1225,4.0,23.4,1.4,21294,1300,3.7,26.7,1.5,5119,660,7.8,100,,1027,298,17.6,20.1,5.2,1490,359,14.6,29.1,5.9,1666,379,13.8,32.5,6.1,936,285,18.5,18.3,5.0,62301,2010,2.0,100,,16490,1156,4.3,26.5,1.6,13471,1052,4.7,21.6,1.5,10804,947,5.3,17.3,1.4,21536,1306,3.7,34.6,1.8,25803,1416,3.3,100,,8585,848,6.0,33.3,2.7,6730,754,6.8,26.1,2.5,6671,751,6.8,25.9,2.5,3817,571,9.1,14.8,2.1
04104,83718,1394,1.0,100,,12343,978,4.8,14.7,1.1,20580,1211,3.6,24.6,1.4,19156,1177,3.7,22.9,1.4,31639,1410,2.7,37.8,1.6,53563,1572,1.8,100,,7091,760,6.5,13.2,1.4,14586,1051,4.4,27.2,1.8,12343,978,4.8,23.0,1.7,19543,1186,3.7,36.5,1.9,1477,356,14.6,100,,251,148,35.7,17.0,9.1,487,205,25.6,33.0,11.4,330,169,31.1,22.3,10.1,409,188,28.0,27.7,10.9,19891,1195,3.7,100,,3139,515,10.0,15.8,2.4,3224,522,9.8,16.2,2.4,3930,574,8.9,19.8,2.6,9598,874,5.5,48.3,3.3,6553,733,6.8,100,,1293,333,15.7,19.7,4.6,1683,380,13.7,25.7,5.0,1998,413,12.6,30.5,5.3,1579,368,14.2,24.1,4.9
04105,127372,1933,0.9,100,,24427,1361,3.4,19.2,1.0,36174,1597,2.7,28.4,1.2,35999,1594,2.7,28.3,1.2,30772,1499,3.0,24.2,1.1,28784,1458,3.1,100,,4551,621,8.3,15.8,2.0,10386,924,5.4,36.1,2.6,6623,745,6.8,23.0,2.3,7224,777,6.5,25.1,2.4,67842,1953,1.8,100,,12385,1003,4.9,18.3,1.4,18459,1204,4.0,27.2,1.6,22190,1306,3.6,32.7,1.7,14808,1090,4.5,21.8,1.5,12390,1004,4.9,100,,2695,481,10.8,21.8,3.5,1825,396,13.2,14.7,3.0,2612,473,11.0,21.1,3.4,5258,667,7.7,42.4,4.1,12006,989,5.0,100,,3243,526,9.9,27.0,3.8,3192,522,9.9,26.6,3.8,3122,517,10.1,26.0,3.7,2449,458,11.4,20.4,3.4
04106,103396,1678,1.0,100,,17201,1151,4.1,16.6,1.1,24688,1339,3.3,23.9,1.2,24411,1333,3.3,23.6,1.2,37096,1559,2.6,35.9,1.4,43301,1637,2.3,100,,5453,676,7.5,12.6,1.5,11475,960,5.1,26.5,2.0,9816,893,5.5,22.7,1.9,16557,1132,4.2,38.2,2.2,14016,1051,4.6,100,,2073,421,12.4,14.8,2.8,2952,501,10.3,21.1,3.2,4863,639,8.0,34.7,3.7,4128,591,8.7,29.5,3.6,24051,1325,3.3,100,,4045,585,8.8,16.8,2.2,4297,602,8.5,17.9,2.3,4240,598,8.6,17.6,2.3,11469,959,5.1,47.7,3.0,16243,1122,4.2,100,,4339,605,8.5,26.7,3.2,4449,612,8.4,27.4,3.3,4108,589,8.7,25.3,3.2,3347,533,9.7,20.6,3.0
04107,92801,1679,1.1,100,,31108,1454,2.8,33.5,1.4,24896,1336,3.3,26.8,1.4,18921,1194,3.8,20.4,1.2,17876,1166,4.0,19.3,1.2,11946,975,5.0,100,,2735,483,10.7,22.9,3.6,4168,593,8.6,34.9,4.1,2450,457,11.3,20.5,3.4,2593,470,11.0,21.7,3.5,7886,805,6.2,100,,1313,336,15.6,16.6,3.9,1917,405,12.9,24.3,4.5,2978,503,10.3,37.8,5.1,1678,380,13.8,21.3,4.3,28278,1404,3.0,100,,8601,838,5.9,30.4,2.6,6147,715,7.1,21.7,2.3,4746,631,8.1,16.8,2.1,8784,846,5.9,31.1,2.6,41913,1604,2.3,100,,18055,1171,3.9,43.1,2.3,11928,975,5.0,28.5,2.1,7875,804,6.2,18.8,1.8,4055,585,8.8,9.7,1.3
04108,86691,1314,0.9,100,,11608,951,5.0,13.4,1.1,17129,1123,4.0,19.8,1.3,18472,1158,3.8,21.3,1.3,39482,1492,2.3,45.5,1.6,55601,1563,1.7,100,,6873,749,6.6,12.4,1.3,11671,953,5.0,21.0,1.6,11643,952,5.0,20.9,1.6,25414,1307,3.1,45.7,2.0,1979,411,12.6,100,,181,125,42.1,9.1,6.0,459,199,26.4,23.2,8.8,469,201,26.1,23.7,8.9,870,274,19.1,44.0,10.4,17271,1127,4.0,100,,2386,450,11.5,13.8,2.4,2259,439,11.8,13.1,2.4,2910,496,10.4,16.8,2.7,9716,878,5.5,56.3,3.5,9187,856,5.7,100,,1685,380,13.7,18.3,3.8,2194,432,12.0,23.9,4.1,2948,499,10.3,32.1,4.5,2360,448,11.5,25.7,4.2
04109,96264,1553,1.0,100,,25102,1333,3.2,26.1,1.3,26498,1361,3.1,27.5,1.3,20467,1229,3.6,21.3,1.2,24197,1314,3.3,25.1,1.3,31663,1452,2.8,100,,5903,700,7.2,18.6,2.0,9299,867,5.7,29.4,2.4,7089,764,6.6,22.4,2.2,9372,871,5.6,29.6,2.4,2217,435,11.9,100,,695,245,21.4,31.3,9.2,436,194,27.1,19.7,7.9,615,231,22.8,27.7,8.9,471,202,26.1,21.2,8.1,28112,1391,3.0,100,,6994,759,6.6,24.9,2.4,6299,722,7.0,22.4,2.3,5472,675,7.5,19.5,2.2,9347,870,5.7,33.2,2.6,30136,1427,2.9,100,,10875,932,5.2,36.1,2.6,8938,852,5.8,29.7,2.5,6358,726,6.9,21.1,2.2,3965,578,8.9,13.2,1.8
04110,114791,1776,0.9,100,,33505,1527,2.8,29.2,1.3,39035,1613,2.5,34.0,1.3,24001,1337,3.4,20.9,1.1,18250,1189,4.0,15.9,1.0,78079,1905,1.5,100,,20486,1250,3.7,26.2,1.5,28794,1440,3.0,36.9,1.6,15657,1111,4.3,20.1,1.3,13142,1026,4.7,16.8,1.2,1006,295,17.8,100,,388,183,28.7,38.6,14.3,247,146,36.0,24.6,12.6,210,135,39.1,20.9,11.9,161,118,44.6,16.0,10.8,6892,758,6.7,100,,1919,406,12.9,27.8,5.0,1632,375,14.0,23.7,4.8,1217,324,16.2,17.7,4.3,2124,427,12.2,30.8,5.2,25820,1378,3.2,100,,9816,896,5.5,38.0,2.8,7455,787,6.4,28.9,2.6,6279,725,7.0,24.3,2.5,2270,441,11.8,8.8,1.6
04111,90472,1670,1.1,100,,25489,1346,3.2,28.2,1.4,27525,1386,3.1,30.4,1.4,19545,1209,3.8,21.6,1.3,17913,1165,4.0,19.8,1.2,30849,1446,2.8,100,,6389,728,6.9,20.7,2.2,9749,888,5.5,31.6,2.5,6306,723,7.0,20.4,2.1,8405,829,6.0,27.2,2.4,7111,766,6.5,100,,1871,401,13.0,26.3,4.9,2009,415,12.6,28.3,5.0,1992,413,12.6,28.0,5.0,1239,327,16.0,17.4,4.2,14406,1060,4.5,100,,4210,596,8.6,29.2,3.5,3761,564,9.1,26.1,3.4,2599,471,11.0,18.0,3.0,3836,569,9.0,26.6,3.4,27374,1383,3.1,100,,9100,860,5.7,33.2,2.7,8244,821,6.1,30.1,2.6,6780,749,6.7,24.8,2.4,3250,525,9.8,11.9,1.8
04112,136109,2108,0.9,100,,37747,1647,2.7,27.7,1.1,40752,1697,2.5,29.9,1.2,36685,1628,2.7,27.0,1.1,20925,1282,3.7,15.4,0.9,3722,564,9.2,100,,1213,324,16.2,32.6,7.2,1392,347,15.1,37.4,7.4,551,219,24.1,14.8,5.4,566,221,23.8,15.2,5.5,99576,2168,1.3,100,,24459,1374,3.4,24.6,1.3,30499,1510,3.0,30.6,1.4,29117,1481,3.1,29.2,1.3,15501,1119,4.4,15.6,1.1,6517,741,6.9,100,,1823,396,13.2,28.0,5.2,1231,326,16.1,18.9,4.5,1088,307,17.1,16.7,4.3,2375,452,11.6,36.4,5.6,17330,1177,4.1,100,,7963,816,6.2,45.9,3.5,4446,615,8.4,25.7,3.1,3707,563,9.2,21.4,2.9,1214,324,16.2,7.0,1.8
04113,84331,1601,1.2,100,,24595,1316,3.3,29.2,1.5,29965,1415,2.9,35.5,1.5,18440,1172,3.9,21.9,1.3,11331,948,5.1,13.4,1.1,33609,1471,2.7,100,,7883,802,6.2,23.5,2.2,13140,1013,4.7,39.1,2.5,7689,793,6.3,22.9,2.1,4897,640,7.9,14.6,1.8,12541,992,4.8,100,,3377,535,9.6,26.9,3.7,3998,580,8.8,31.9,3.9,3518,545,9.4,28.1,3.7,1648,376,13.9,13.1,2.8,11497,954,5.0,100,,4120,589,8.7,35.8,4.2,3571,549,9.4,31.1,4.0,1801,393,13.3,15.7,3.2,2005,414,12.6,17.4,3.3,13846,1037,4.6,100,,4681,626,8.1,33.8,3.7,4404,608,8.4,31.8,3.7,3571,549,9.4,25.8,3.5,1190,320,16.4,8.6,2.2
04114,64999,1452,1.4,100,,18350,1146,3.8,28.2,1.6,18962,1160,3.7,29.2,1.7,14357,1037,4.4,22.1,1.5,13330,1005,4.6,20.5,1.5,28906,1346,2.8,100,,5187,654,7.7,17.9,2.1,8619,829,5.8,29.8,2.5,6141,709,7.0,21.2,2.2,8959,843,5.7,31.0,2.5,23594,1258,3.2,100,,7773,790,6.2,32.9,2.9,7110,759,6.5,30.1,2.8,5980,700,7.1,25.3,2.6,2731,481,10.7,11.6,1.9,1209,322,16.2,100,,268,152,34.6,22.2,11.1,301,161,32.6,24.9,11.6,173,123,43.0,14.3,9.4,467,201,26.2,38.6,13.1,9143,851,5.7,100,,4454,609,8.3,48.7,4.9,2471,458,11.3,27.0,4.3,1390,345,15.1,15.2,3.5,828,267,19.6,9.1,2.8
