03804,45057,522,0.7,100,3078,475,9.4,6.8,1.1,41979,645,0.9,93.2,0.9,7247,725,6.1,100,1086,293,16.4,15.0,3.7,6161,674,6.6,85.0,3.7,13510,711,3.2,100,1239,305,15.0,9.2,2.2,12271,728,3.6,90.8,2.5,20422,877,2.6,100,387,147,23.1,1.9,0.7,20035,901,2.7,98.1,1.3,3138,544,10.5,100,309,218,43.0,9.8,6.7,2829,516,11.1,90.2,5.1,49840,663,0.8,100,3487,564,9.8,7.0,1.1,46353,794,1.0,93.0,1.0,8321,627,4.6,100,1336,296,13.5,16.1,3.3,6985,583,5.1,83.9,3.0,15762,992,3.8,100,956,344,21.8,6.1,2.1,14806,1030,4.2,93.9,2.8,21344,933,2.7,100,620,268,26.3,2.9,1.3,20724,908,2.7,97.1,0.3,3543,473,8.1,100,450,186,25.1,12.7,5.0,3093,443,8.7,87.3,4.5
03805,115880,1571,0.8,100,39050,1783,2.8,33.7,1.5,76830,2116,1.7,66.3,1.6,94243,1715,1.1,100,35096,1704,3.0,37.2,1.7,59147,1907,2.0,62.8,1.7,2593,634,14.9,100,232,182,47.6,8.9,6.7,2361,577,14.8,91.1,31.5,7622,997,8.0,100,1258,431,20.8,16.5,5.2,6364,944,9.0,83.5,5.8,9746,954,6.0,100,2146,442,12.5,22.0,4.0,7600,874,7.0,78.0,4.7,110566,1642,0.9,100,40587,2204,3.3,36.7,1.9,69979,2541,2.2,63.3,2.1,86627,1853,1.3,100,34991,2090,3.6,40.4,2.3,51636,2266,2.7,59.6,2.3,1994,483,14.7,100,302,227,45.7,15.1,10.8,1692,451,16.2,84.9,9.5,9210,1132,7.5,100,2028,526,15.8,22.0,5.0,7182,1050,8.9,78.0,6.2,10762,1160,6.5,100,2832,554,11.9,26.3,4.3,7930,1094,8.4,73.7,6.3
03806,99111,1278,0.8,100,30921,1332,2.6,31.2,1.3,68190,1679,1.5,68.8,1.4,72678,1729,1.4,100,26570,1251,2.9,36.6,1.5,46108,1878,2.5,63.4,2.1,6128,835,8.3,100,827,241,17.7,13.5,3.5,5301,808,9.3,86.5,5.9,10753,989,5.6,100,1375,363,16.0,12.8,3.2,9378,917,5.9,87.2,2.9,7989,807,6.1,100,1951,402,12.5,24.4,4.4,6038,733,7.4,75.6,5.1,98098,1541,1.0,100,35356,1726,3.0,36.0,1.7,62742,2059,2.0,64.0,1.8,69885,1784,1.6,100,28849,1531,3.2,41.3,1.9,41036,1716,2.5,58.7,1.9,4999,783,9.5,100,960,389,24.6,19.2,7.2,4039,653,9.8,80.8,3.2,12053,1325,6.7,100,1657,543,19.9,13.7,4.2,10396,1297,7.6,86.3,5.1,8830,928,6.4,100,3179,684,13.1,36.0,6.8,5651,776,8.3,64.0,5.6
03807,80275,1221,0.9,100,18352,1146,3.8,22.9,1.4,61923,1564,1.5,77.1,1.6,54270,1399,1.6,100,14648,1066,4.4,27.0,1.8,39622,1464,2.2,73.0,1.9,3927,514,8.0,100,200,140,42.6,5.1,3.5,3727,500,8.2,94.9,2.7,10155,954,5.7,100,1507,355,14.3,14.8,3.2,8648,862,6.1,85.2,2.8,10180,754,4.5,100,1831,422,14.0,18.0,3.9,8349,672,4.9,82.0,2.6,90579,1282,0.9,100,20594,1354,4.0,22.7,1.5,69985,1553,1.3,77.3,1.3,58136,1535,1.6,100,15104,1228,4.9,26.0,2.0,43032,1620,2.3,74.0,2.0,3968,874,13.4,100,310,260,51.0,7.8,6.3,3658,768,12.8,92.2,28.1,12225,1292,6.4,100,1730,510,17.9,14.2,3.9,10495,1225,7.1,85.8,4.2,14005,1027,4.5,100,3118,526,10.3,22.3,3.4,10887,914,5.1,77.7,3.2
03808,80625,1264,1.0,100,24354,1303,3.3,30.2,1.5,56271,1411,1.5,69.8,1.4,61619,1701,1.7,100,19466,1256,3.9,31.6,1.8,42153,1662,2.4,68.4,1.9,2150,491,13.9,100,351,286,49.5,16.3,12.7,1799,513,17.3,83.7,14.3,5419,817,9.2,100,1232,340,16.8,22.7,5.2,4187,759,11.0,77.3,7.8,10455,1034,6.0,100,3108,603,11.8,29.7,5.0,7347,960,7.9,70.3,6.0,79855,1325,1.0,100,27539,1585,3.5,34.5,1.9,52316,1767,2.1,65.5,1.9,57719,1963,2.1,100,20917,1326,3.9,36.2,1.9,36802,1807,3.0,63.8,2.3,2627,935,21.6,100,463,345,45.3,17.6,11.5,2164,809,22.7,82.4,9.5,5871,920,9.5,100,1311,499,23.1,22.3,7.7,4560,753,10.0,77.7,4.1,12047,1072,5.4,100,4442,782,10.7,36.9,5.6,7605,971,7.8,63.1,5.8
03809,70628,920,0.8,100,8750,669,4.7,12.4,0.9,61878,1129,1.1,87.6,1.1,29191,948,2.0,100,5730,557,5.9,19.6,1.8,23461,980,2.5,80.4,2.1,4074,594,8.9,100,346,166,29.1,8.5,3.9,3728,573,9.3,91.5,4.5,16141,834,3.1,100,777,232,18.2,4.8,1.4,15364,819,3.2,95.2,1.2,19915,959,2.9,100,1627,333,12.4,8.2,1.6,18288,949,3.2,91.8,1.8,72024,914,0.8,100,8206,871,6.5,11.4,1.2,63818,1042,1.0,88.6,0.9,29064,1099,2.3,100,5001,684,8.3,17.2,2.3,24063,1110,2.8,82.8,2.2,5630,1023,11.0,100,258,190,44.7,4.6,3.3,5372,1044,11.8,95.4,6.6,15223,1051,4.2,100,929,279,18.2,6.1,1.8,14294,1018,4.3,93.9,1.6,20482,1057,3.1,100,1696,446,16.0,8.3,2.1,18786,1005,3.3,91.7,1.3
03810,74932,1032,0.8,100,20352,933,2.8,27.2,1.2,54580,1112,1.2,72.8,1.1,57436,1207,1.3,100,16551,867,3.2,28.8,1.4,40885,1227,1.8,71.2,1.5,1648,347,12.8,100,225,137,37.1,13.7,7.8,1423,300,12.8,86.3,1.1,3634,532,8.9,100,656,282,26.1,18.1,7.3,2978,460,9.4,81.9,4.0,10464,859,5.0,100,2499,465,11.3,23.9,4.0,7965,876,6.7,76.1,5.6,77759,1351,1.1,100,23959,1606,4.1,30.8,2.0,53800,1603,1.8,69.2,1.7,58330,1435,1.5,100,18393,1343,4.4,31.5,2.2,39937,1476,2.2,68.5,1.9,1283,425,20.1,100,287,140,29.7,22.4,8.0,996,406,24.8,77.6,18.5,4982,723,8.8,100,1115,420,22.9,22.4,7.8,3867,625,9.8,77.6,5.5,11065,962,5.3,100,3559,687,11.7,32.2,5.5,7506,882,7.1,67.8,5.4
03901,56802,518,0.6,100,46171,996,1.3,81.3,1.6,10631,907,5.2,18.7,1.6,49769,835,1.0,100,41118,1101,1.6,82.6,1.7,8651,859,6.0,17.4,1.7,690,264,23.2,100,284,186,39.8,41.2,21.8,406,189,28.4,58.8,15.7,4134,578,8.5,100,2961,522,10.7,71.6,7.7,1173,397,20.6,28.4,8.7,1924,348,11.0,100,1648,345,12.7,85.7,9.1,276,151,33.2,14.3,7.4,58263,640,0.7,100,47468,1089,1.4,81.5,1.6,10795,990,5.6,18.5,1.7,49904,778,0.9,100,41790,1014,1.5,83.7,1.6,8114,873,6.5,16.3,1.7,448,208,28.3,100,322,175,33.0,71.9,20.1,126,109,52.4,28.1,20.4,4794,540,6.8,100,2609,467,10.9,54.4,7.6,2185,498,13.9,45.6,9.0,2571,340,8.0,100,2286,344,9.1,88.9,6.4,285,160,34.1,11.1,6.0
03902,46367,678,0.9,100,33552,861,1.6,72.4,1.5,12815,901,4.3,27.6,1.9,34691,816,1.4,100,27036,867,2.0,77.9,1.7,7655,700,5.6,22.1,1.9,1728,339,11.9,100,238,106,27.2,13.8,5.5,1490,310,12.6,86.2,5.9,5262,548,6.3,100,2700,406,9.1,51.3,5.6,2562,463,11.0,48.7,7.2,4375,414,5.8,100,3481,363,6.3,79.6,3.5,894,280,19.1,20.4,6.1,47287,598,0.8,100,33582,997,1.8,71.0,1.9,13705,1004,4.5,29.0,2.1,33516,801,1.5,100,25733,920,2.2,76.8,2.0,7783,796,6.2,23.2,2.3,1771,325,11.2,100,314,137,26.4,17.7,7.0,1457,319,13.3,82.3,9.8,5715,626,6.7,100,2535,416,10.0,44.4,5.4,3180,643,12.3,55.6,9.4,5784,426,4.5,100,4661,411,5.4,80.6,3.9,1123,337,18.2,19.4,5.6
03903,60505,717,0.7,100,33442,1099,2.0,55.3,1.7,27063,1161,2.6,44.7,1.8,27804,875,1.9,100,19692,820,2.5,70.8,1.9,8112,689,5.2,29.2,2.3,13253,625,2.9,100,4929,501,6.2,37.2,3.3,8324,653,4.8,62.8,3.9,14219,830,3.5,100,5540,696,7.6,39.0,4.3,8679,668,4.7,61.0,3.1,3961,401,6.1,100,2689,333,7.5,67.9,4.8,1272,291,13.9,32.1,6.6,60694,861,0.9,100,33259,1244,2.3,54.8,1.9,27435,1143,2.5,45.2,1.8,27272,801,1.8,100,18870,867,2.8,69.2,2.4,8402,752,5.4,30.8,2.6,13112,667,3.1,100,4824,549,6.9,36.8,3.7,8288,776,5.7,63.2,5.0,14681,821,3.4,100,5535,566,6.2,37.7,3.2,9146,871,5.8,62.3,4.8,4616,459,6.0,100,3488,370,6.4,75.6,2.8,1128,321,17.3,24.4,6.5
04001,57483,679,0.7,100,9269,710,4.7,16.1,1.2,48214,856,1.1,83.9,1.1,36406,1042,1.7,100,6934,572,5.0,19.0,1.5,29472,1086,2.2,81.0,1.9,2550,381,9.1,100,295,163,33.6,11.6,6.1,2255,366,9.9,88.4,5.6,14371,849,3.6,100,1370,340,15.1,9.5,2.3,13001,844,3.9,90.5,2.4,3290,453,8.4,100,629,180,17.4,19.1,4.8,2661,456,10.4,80.9,8.2,66286,779,0.7,100,10538,762,4.4,15.9,1.1,55748,991,1.1,84.1,1.1,42410,1025,1.5,100,7451,642,5.2,17.6,1.5,34959,1064,1.8,82.4,1.5,2326,469,12.3,100,335,202,36.6,14.4,8.2,1991,435,13.3,85.6,7.2,15028,920,3.7,100,1790,365,12.4,11.9,2.3,13238,925,4.2,88.1,3.0,4803,464,5.9,100,677,207,18.6,14.1,4.1,4126,453,6.7,85.9,4.5
04002,43049,572,0.8,100,5902,625,6.4,13.7,1.4,37147,699,1.1,86.3,1.2,5450,530,5.9,100,405,142,21.3,7.4,2.5,5045,518,6.2,92.6,3.0,8616,708,5.0,100,1897,301,9.6,22.0,3.0,6719,687,6.2,78.0,4.7,26652,960,2.2,100,2969,448,9.2,11.1,1.6,23683,935,2.4,88.9,1.4,1869,339,11.0,100,489,157,19.5,26.2,6.9,1380,315,13.9,73.8,10.2,47115,587,0.8,100,6597,606,5.6,14.0,1.3,40518,777,1.2,86.0,1.3,11000,628,3.5,100,1021,221,13.2,9.3,1.9,9979,599,3.7,90.7,1.7,8275,798,5.9,100,1839,334,11.0,22.2,3.4,6436,745,7.0,77.8,5.0,23887,965,2.5,100,3148,489,9.4,13.2,2.0,20739,1005,2.9,86.8,2.3,2719,434,9.7,100,410,146,21.6,15.1,4.8,2309,423,11.1,84.9,7.6
04003,48585,614,0.8,100,10474,683,4.0,21.6,1.4,38111,843,1.3,78.4,1.4,5834,467,4.9,100,1055,210,12.1,18.1,3.3,4779,455,5.8,81.9,4.2,31473,816,1.6,100,7816,581,4.5,24.8,1.7,23657,898,2.3,75.2,2.1,9209,673,4.4,100,1095,286,15.9,11.9,3.0,8114,634,4.7,88.1,2.4,1239,257,12.6,100,344,155,27.3,27.8,11.1,895,224,15.2,72.2,10.1,54493,694,0.8,100,12416,836,4.1,22.8,1.5,42077,1045,1.5,77.2,1.6,13339,694,3.2,100,2912,364,7.6,21.8,2.5,10427,707,4.1,78.2,3.4,28285,952,2.0,100,7843,619,4.8,27.7,2.0,20442,980,2.9,72.3,2.5,9717,756,4.7,100,1081,226,12.7,11.1,2.2,8636,806,5.7,88.9,4.6,1610,335,12.6,100,352,162,28.0,21.9,9.0,1258,305,14.7,78.1,9.7
04004,53060,695,0.8,100,16200,803,3.0,30.5,1.5,36860,1006,1.7,69.5,1.7,25197,759,1.8,100,9108,631,4.2,36.1,2.3,16089,819,3.1,63.9,2.6,14639,710,2.9,100,4004,516,7.8,27.4,3.3,10635,738,4.2,72.6,3.6,7846,624,4.8,100,1088,314,17.5,13.9,3.8,6758,577,5.2,86.1,2.7,3632,493,8.3,100,1294,292,13.7,35.6,6.4,2338,422,11.0,64.4,7.7,61995,677,0.7,100,18715,941,3.1,30.2,1.5,43280,1014,1.4,69.8,1.4,31224,972,1.9,100,11181,698,3.8,35.8,1.9,20043,816,2.5,64.2,1.7,15697,893,3.5,100,4043,538,8.1,25.8,3.1,11654,792,4.1,74.2,2.8,7442,764,6.2,100,1171,327,17.0,15.7,4.1,6271,662,6.4,84.3,2.1,5831,526,5.5,100,1774,343,11.7,30.4,5.2,4057,368,5.5,69.6,0.7
04005,48696,607,0.8,100,16658,868,3.2,34.2,1.7,32038,1039,2.0,65.8,2.0,33145,944,1.7,100,13105,863,4.0,39.5,2.3,20040,1090,3.3,60.5,2.8,3482,433,7.6,100,729,237,19.7,20.9,6.3,2753,405,8.9,79.1,6.2,8055,828,6.2,100,1629,344,12.8,20.2,3.7,6426,748,7.1,79.8,4.4,2848,449,9.6,100,906,227,15.2,31.8,6.2,1942,406,12.7,68.2,9.4,48927,737,0.9,100,18659,842,2.7,38.1,1.6,30268,1042,2.1,61.9,1.9,33707,819,1.5,100,15060,843,3.4,44.7,2.3,18647,893,2.9,55.3,2.3,3658,566,9.4,100,407,176,26.3,11.1,4.5,3251,573,10.7,88.9,7.5,6466,594,5.6,100,1470,321,13.3,22.7,4.5,4996,622,7.6,77.3,6.5,3675,499,8.3,100,1361,328,14.6,37.0,7.4,2314,392,10.3,63.0,6.4
04006,50212,621,0.8,100,9282,780,5.1,18.5,1.5,40930,942,1.4,81.5,1.6,9275,609,4.0,100,2535,376,9.0,27.3,3.6,6740,592,5.3,72.7,4.2,33164,876,1.6,100,5755,594,6.3,17.4,1.7,27409,861,1.9,82.6,1.4,5501,692,7.6,100,446,172,23.5,8.1,3.0,5055,678,8.1,91.9,4.3,1296,314,14.7,100,333,172,31.3,25.7,11.7,963,285,18.0,74.3,12.6,55801,687,0.7,100,10770,745,4.2,19.3,1.3,45031,957,1.3,80.7,1.4,14887,763,3.1,100,3929,463,7.2,26.4,2.8,10958,691,3.8,73.6,2.7,30996,861,1.7,100,5417,577,6.5,17.5,1.8,25579,996,2.4,82.5,2.3,6034,685,6.9,100,615,185,18.3,10.2,2.8,5419,649,7.3,89.8,3.4,1980,354,10.9,100,445,146,20.0,22.5,6.2,1535,328,13.0,77.5,9.1
04007,41842,505,0.7,100,8122,697,5.2,19.4,1.7,33720,839,1.5,80.6,1.8,375,195,31.6,100,23,20,52.4,6.1,4.2,352,194,33.6,93.9,17.6,32446,742,1.4,100,6967,606,5.3,21.5,1.8,25479,897,2.1,78.5,2.1,8175,681,5.1,100,980,249,15.4,12.0,2.9,7195,699,5.9,88.0,4.4,269,112,25.4,100,20,35,106.9,7.4,12.7,249,108,26.5,92.6,11.4,46415,657,0.9,100,8088,667,5.0,17.4,1.4,38327,891,1.4,82.6,1.5,1380,254,11.2,100,360,153,25.8,26.1,10.0,1020,197,11.7,73.9,4.3,34225,969,1.7,100,6453,604,5.7,18.9,1.7,27772,918,2.0,81.1,1.4,9534,784,5.0,100,1074,297,16.8,11.3,3.0,8460,736,5.3,88.7,2.5,391,148,22.9,100,52,56,65.9,13.3,13.5,339,134,24.0,86.7,10.1
04008,50782,614,0.7,100,11869,715,3.7,23.4,1.4,38913,855,1.3,76.6,1.4,3724,470,7.7,100,558,157,17.1,15.0,3.8,3166,476,9.1,85.0,6.9,27477,846,1.9,100,6555,557,5.2,23.9,1.9,20922,993,2.9,76.1,2.8,17399,935,3.3,100,3677,473,7.8,21.1,2.5,13722,952,4.2,78.9,3.5,1338,261,11.9,100,726,192,16.1,54.3,9.7,612,207,20.5,45.7,12.6,57011,642,0.7,100,14227,950,4.1,25.0,1.6,42784,1183,1.7,75.0,1.9,3068,372,7.4,100,505,180,21.7,16.5,5.5,2563,378,9.0,83.5,7.0,32132,1121,2.1,100,8104,779,5.8,25.2,2.3,24028,1153,2.9,74.8,2.5,18876,918,3.0,100,4451,496,6.8,23.6,2.4,14425,926,3.9,76.4,3.2,1759,297,10.3,100,842,196,14.1,47.9,7.6,917,211,14.0,52.1,8.2
04009,67411,583,0.5,100,39241,1101,1.7,58.2,1.6,28170,1007,2.2,41.8,1.4,19144,752,2.4,100,14010,694,3.0,73.2,2.2,5134,558,6.6,26.8,2.7,40052,845,1.3,100,20980,869,2.5,52.4,1.9,19072,961,3.1,47.6,2.2,5564,590,6.4,100,2364,404,10.4,42.5,5.7,3200,410,7.8,57.5,4.1,1824,269,9.0,100,1268,262,12.5,69.5,10.0,556,182,19.9,30.5,8.9,68788,606,0.5,100,39948,1063,1.6,58.1,1.5,28840,992,2.1,41.9,1.4,16899,692,2.5,100,12985,675,3.2,76.8,2.5,3914,469,7.3,23.2,2.6,42352,853,1.2,100,21917,774,2.1,51.7,1.5,20435,871,2.6,48.3,1.8,5551,557,6.1,100,2263,336,9.0,40.8,4.5,3288,463,8.6,59.2,5.8,2883,315,6.6,100,2151,308,8.7,74.6,6.9,732,181,15.0,25.4,5.6
04010,48489,588,0.7,100,16440,816,3.0,33.9,1.6,32049,914,1.7,66.1,1.7,632,201,19.3,100,204,108,32.1,32.3,13.6,428,173,24.6,67.7,17.0,43270,721,1.0,100,15036,725,2.9,34.7,1.6,28234,907,2.0,65.3,1.8,2886,413,8.7,100,651,207,19.3,22.6,6.4,2235,375,10.2,77.4,6.7,754,312,25.2,100,216,117,32.8,28.6,9.9,538,305,34.5,71.4,27.6,49809,605,0.7,100,17250,825,2.9,34.6,1.6,32559,932,1.7,65.4,1.7,1423,262,11.2,100,490,148,18.3,34.4,8.2,933,217,14.2,65.6,9.4,43108,726,1.0,100,14856,823,3.4,34.5,1.8,28252,904,1.9,65.5,1.8,3644,567,9.5,100,1229,305,15.1,33.7,6.5,2415,410,10.3,66.3,4.5,501,169,20.5,100,242,99,24.8,48.3,11.0,259,123,28.9,51.7,17.3
